Distance,Speed,Driver
747.4377777777778,181.0,VER
758.9711111111111,173.0,VER
770.7044444444443,176.0,VER
784.6266666666667,179.0,VER
800.8044444444445,182.0,VER
817.4266666666666,187.0,VER
825.7822222222222,188.0,VER
837.7155555555556,179.0,VER
847.2155555555556,171.0,VER
859.8155555555556,162.0,VER
870.2155555555556,156.0,VER
883.6377777777778,151.0,VER
897.5044444444445,156.0,VER
904.5711111111112,159.0,VER
911.7261111111112,162.0,VER
936.3927777777778,185.0,VER
944.7927777777778,189.0,VER
958.0594444444444,199.0,VER
969.4483333333334,205.0,VER
981.2849999999999,212.0,VER
998.2405555555555,218.0,VER
1021.0405555555554,228.0,VER
1040.1405555555555,191.0,VER
1049.473888888889,168.0,VER
1060.2849999999999,139.0,VER
1068.6183333333333,125.0,VER
1077.3294444444443,112.0,VER
1085.8627777777776,96.0,VER
1090.8627777777776,90.0,VER
1098.9627777777775,81.0,VER
1104.2294444444442,79.0,VER
1113.7627777777775,78.0,VER
1118.3738888888886,83.0,VER
1124.3738888888886,90.0,VER
1133.4405555555552,102.0,VER
1140.907222222222,112.0,VER
1152.907222222222,135.0,VER
1159.129444444444,140.0,VER
1166.907222222222,140.0,VER
1177.1974999999998,155.0,VER
1186.2641666666664,136.0,VER
1191.5530555555554,119.0,VER
1198.3530555555553,102.0,VER
1202.0863888888887,84.0,VER
1206.329722222222,76.0,VER
1211.6963888888888,69.0,VER
1215.6963888888888,60.0,VER
1218.8630555555555,57.0,VER
1221.3519444444444,56.0,VER
1223.7519444444445,54.0,VER
1226.5852777777777,51.0,VER
1230.8519444444444,48.0,VER
1233.4630555555555,47.0,VER
1238.4630555555555,50.0,VER
1241.4074999999998,53.0,VER
1245.1408333333331,56.0,VER
1249.4741666666664,65.0,VER
1252.540833333333,69.0,VER
1256.7630555555552,76.0,VER
1264.7630555555552,90.0,VER
1269.340833333333,103.0,VER
1276.540833333333,108.0,VER
1287.540833333333,99.0,VER
1292.7630555555552,94.0,VER
1297.8186111111106,91.0,VER
1301.7741666666661,89.0,VER
1313.2408333333328,86.0,VER
1318.2408333333328,90.0,VER
1329.545833333333,102.0,VER
1341.445833333333,119.0,VER
1347.0013888888886,125.0,VER
1356.0388888888886,135.0,VER
1365.2166666666665,118.0,VER
1375.4166666666665,102.0,VER
1379.8166666666666,99.0,VER
1385.0388888888888,94.0,VER
1390.9055555555556,88.0,VER
1394.7277777777779,86.0,VER
1400.4611111111112,86.0,VER
1408.8166666666668,94.0,VER
1414.4833333333333,102.0,VER
1420.5944444444444,110.0,VER
1433.8944444444444,133.0,VER
1440.072222222222,139.0,VER
1446.4722222222222,144.0,VER
1453.1388888888887,150.0,VER
1470.5388888888886,174.0,VER
1478.4499999999998,178.0,VER
1493.2277777777776,190.0,VER
1506.5611111111107,200.0,VER
1520.294444444444,206.0,VER
1534.6944444444441,216.0,VER
1544.3833333333328,218.0,VER
1556.8277777777773,224.0,VER
1569.5499999999997,229.0,VER
1590.4388888888882,235.0,VER
1600.994722222222,239.0,VER
1617.1947222222216,243.0,VER
1636.4836111111106,248.0,VER
1656.2316666666661,253.0,VER
1676.2205555555552,257.0,VER
1711.1538888888888,262.0,VER
1725.7649999999996,263.0,VER
1746.2983333333332,264.0,VER
1773.198333333333,269.0,VER
1791.2649999999999,271.0,VER
1818.6649999999997,274.0,VER
1843.287222222222,277.0,VER
1858.7872222222222,279.0,VER
1880.7205555555552,282.0,VER
1896.4427777777776,283.0,VER
1918.6094444444443,285.0,VER
1944.0316666666665,286.0,VER
1956.6538888888886,284.0,VER
1976.487222222222,255.0,VER
1999.2205555555552,186.0,VER
2010.0205555555553,162.0,VER
2022.376111111111,139.0,VER
2030.376111111111,120.0,VER
2037.9094444444443,113.0,VER
2044.3491666666664,97.0,VER
2053.3491666666664,90.0,VER
2057.24,87.0,VER
2063.462222222222,80.0,VER
2070.2177777777774,76.0,VER
2074.9511111111105,71.0,VER
2082.7288888888884,70.0,VER
2086.784444444444,73.0,VER
2092.584444444444,87.0,VER
2101.74,103.0,VER
2109.4066666666663,115.0,VER
2119.3622222222216,128.0,VER
2125.5399999999995,139.0,VER
2135.8066666666664,154.0,VER
2154.9177777777772,172.0,VER
2164.4733333333324,172.0,VER
2186.1399999999994,195.0,VER
2195.117777777777,202.0,VER
2204.2288888888884,205.0,VER
2218.495555555555,214.0,VER
2228.1399999999994,217.0,VER
2245.6399999999994,225.0,VER
2271.528888888888,233.0,VER
2287.1955555555546,235.0,VER
2299.2511111111103,217.0,VER
2310.4177777777772,201.0,VER
2322.965277777777,189.0,VER
2343.4608333333326,184.0,VER
2358.0830555555544,188.0,VER
2372.9386111111103,191.0,VER
2383.883055555555,197.0,VER
2395.1608333333324,203.0,VER
2409.294166666666,212.0,VER
2439.2941666666666,225.0,VER
2449.338611111111,226.0,VER
2464.6719444444443,230.0,VER
2480.271944444444,234.0,VER
2490.760833333333,236.0,VER
2504.0941666666663,240.0,VER
2522.7608333333324,240.0,VER
2533.6497222222215,245.0,VER
2544.627499999999,247.0,VER
2561.2274999999995,249.0,VER
2590.9274999999993,243.0,VER
2600.6163888888887,218.0,VER
2614.849722222222,183.0,VER
2623.960833333333,164.0,VER
2640.0719444444444,145.0,VER
2648.0163888888887,143.0,VER
2654.238611111111,140.0,VER
2663.571944444444,140.0,VER
2675.9274999999993,139.0,VER
2687.7127777777773,133.0,VER
2693.6683333333326,134.0,VER
2704.830277777777,143.0,VER
2720.030277777777,152.0,VER
2739.4747222222213,175.0,VER
2751.6080555555545,182.0,VER
2770.9080555555547,193.0,VER
2779.7080555555544,198.0,VER
2797.9302777777766,205.0,VER
2816.4302777777766,185.0,VER
2824.6524999999992,185.0,VER
2835.3191666666658,120.0,VER
2845.3191666666658,100.0,VER
2853.3191666666658,80.0,VER
2856.8747222222214,80.0,VER
2862.5524999999993,73.0,VER
2867.0858333333326,68.0,VER
2873.9747222222213,62.0,VER
2878.241388888888,64.0,VER
2886.5524999999993,68.0,VER
2895.108055555555,77.0,VER
2901.108055555555,90.0,VER
2905.374722222222,96.0,VER
2911.6524999999997,113.0,VER
2916.8641666666663,118.0,VER
2925.840555555555,115.0,VER
2930.6849999999995,109.0,VER
2937.2849999999994,99.0,VER
2962.7961111111103,82.0,VER
2973.4627777777773,96.0,VER
2980.929444444444,112.0,VER
2990.5738888888886,124.0,VER
2996.840555555555,141.0,VER
3012.6405555555552,158.0,VER
3023.773888888889,167.0,VER
3040.218333333333,185.0,VER
3048.440555555555,185.0,VER
3061.773888888889,200.0,VER
3078.1072222222224,210.0,VER
3089.9961111111106,214.0,VER
3109.996111111111,225.0,VER
3128.1183333333333,233.0,VER
3141.340555555556,238.0,VER
3171.2850000000003,245.0,VER
3196.7850000000003,255.0,VER
3213.918333333333,257.0,VER
3243.251666666667,264.0,VER
3267.2516666666666,270.0,VER
3282.4183333333335,273.0,VER
